"","Longitude","Latitude","PM25","PM_class"
"138",-118.200707,33.859662,6.676389,"1"
"139",-118.205,33.901389,5.9,"1"
"140",-83.344385,33.918137,16.78958325,"2"
"141",-116.830074,33.944713,15.1125,"2"
"142",-84.0691,33.9632,18.20625,"2"
"143",-85.992647,33.991494,20.1,"2"
"144",-117.4924,33.99636,20,"2"
"145",-117.41601,33.99958,17.6,"2"
"146",-118.0685,34.01029,8.7,"1"
"147",-84.607423,34.015436,20.5,"2"
"148",-117.61722,34.030833,14.1375,"2"
"149",-81.15495,34.051017,12.5,"2"
"150",-118.22688,34.06659,16.2,"2"
"151",-80.962304,34.093959,12.1,"2"
"152",-117.49201,34.10002,12,"1"
"153",-117.274063,34.106678,10.1,"1"
"154",-118.1272,34.1326,15.5,"2"
"155",-117.92391,34.1365,13.7,"2"
"156",-118.53276,34.19925,14.2,"2"
"157",-118.870509,34.210169,13.2458335,"2"
"158",-79.767347,34.214263,11,"1"
"159",-113.5586,34.2439,4.6125,"1"
"160",-97.462931,34.244189,5.8458335,"1"
"161",-119.143182,34.25239,9.6333335,"1"
"162",-118.683685,34.276316,15.2708335,"2"
"163",-85.969858,34.288567,20,"2"
"164",-83.8134,34.2993,21.2375,"2"
"165",-77.838611,34.364167,5.5454545,"1"
"166",-118.80998,34.404281,11.9083335,"1"
"167",-119.8284,34.44551,4.0208335,"1"
"168",-119.231299,34.448057,5.8347825,"1"
"169",-93.000178,34.469441,8.3,"1"
"170",-117.32554,34.510961,8.8625,"1"
"171",-91.55896,34.518515,9.6,"1"
"172",-86.967536,34.530717,18.7,"2"
"173",-94.226234,34.583699,7.9,"1"
"174",-80.198787,34.615367,12.2,"2"
"175",-98.42879,34.63298,5.7333335,"1"
"176",-120.4575,34.63782,6.0208335,"1"
"177",-118.130511,34.669739,9.5416665,"1"
"178",-92.328697,34.681343,9.6,"1"
"179",-86.586362,34.687761,20.5,"2"
"180",-82.256701,34.751848,15,"2"
"181",-92.281296,34.756189,9.2,"1"
"182",-87.638097,34.762619,16.7,"2"
"183",-83.2377,34.805261,13.7113635,"2"
"184",-89.98783,34.82166,10.6104165,"1"
"185",-95.78441,34.885608,8.2041665,"1"
"186",-80.8745,34.9127,12.9083335,"2"
"187",-81.924797,34.955566,14.7,"2"
"188",-85.3009,34.9788,18.261111,"2"
"189",-85.24293,34.99438,21,"2"
"190",-106.65739,35.01708,3.438889,"1"
"191",-120.56388,35.02083,6.1333335,"1"
"192",-78.953112,35.041416,12,"1"
"193",-120.58777,35.04673,3.2041665,"1"
"194",-85.293019,35.050918,20.0180556666667,"2"
"195",-87.419725,35.116878,16.2458335,"2"
"196",-106.5852,35.1343,3.15,"1"
"197",-106.60468,35.1443,4.1326085,"1"
"198",-90.041559,35.151194,12.3,"2"
"199",-89.850249,35.151699,12.3,"2"
"200",-89.87065,35.16126,10.7882355,"1"
"201",-106.50815,35.1852,3.7104165,"1"
"202",-106.613815,35.19324,3.4391305,"1"
"203",-90.193141,35.197288,11.4,"1"
"204",-101.909275,35.201592,2.831818,"1"
"205",-80.874084,35.213171,15.831818,"2"
"206",-80.785683,35.2401,13.9055556666667,"2"
"207",-79.836636,35.263165,12.5416665,"2"
"208",-97.484099,35.320105,6.4270835,"1"
"209",-118.997627,35.324636,15.4,"2"
"210",-119.062613,35.356615,13.8,"2"
"211",-119.015009,35.385574,15.4,"2"
"212",-94.524413,35.40814,11,"1"
"213",-83.442133,35.434767,16.6125,"2"
"214",-84.596195,35.450115,18.7458335,"2"
"215",-83.277928,35.466767,17.2,"2"
"216",-120.66617,35.49453,7.4291665,"1"
"217",-97.577981,35.50307,6.5416665,"1"
"218",-78.4622,35.59095,13.145238,"2"
"219",-82.5844,35.6062,16.3104165,"2"
"220",-97.475083,35.614131,6.23472233333333,"1"
"221",-106.07968,35.61975,1.725,"1"
"222",-91.188914,35.637292,12,"1"
"223",-77.360126,35.641276,10,"1"
"224",-117.715066,35.642943,6.6333335,"1"
"225",-87.0096,35.65188,14.4291665,"2"
"226",-88.81964,35.705319,14.8166665,"2"
"227",-84.343035,35.721095,17.8625,"2"
"228",-81.365556,35.728889,16,"2"
"229",-83.942152,35.768847,17.4083335,"2"
"230",-115.357087,35.785665,5.44375,"1"
"231",-80.2627,35.8145,15.3166665,"2"
"232",-78.574167,35.856111,12.7066666,"2"
"233",-78.8197,35.8652,12.2458335,"2"
"234",-82.062082,35.912487,13.2041665,"2"
"235",-84.542802,35.939078,19.6125,"2"
"236",-84.03598,35.944601,17.9,"2"
"237",-96.004975,35.953708,6.2166665,"1"
"238",-83.950666,35.978074,17.6,"2"
"239",-83.925773,35.980675,18.0375,"2"
"240",-83.87381,36.019186,16.9,"2"
"241",-80.342,36.026,14.728261,"2"
"242",-78.904037,36.032955,12.686111,"2"
"243",-115.052942,36.048705,5.11875,"1"
"244",-89.382157,36.05266,12.140909,"2"
"245",-119.56565,36.102244,11.7,"1"
"246",-115.253333,36.106389,4.9270835,"1"
"247",-79.802314,36.109006,13.0416665,"2"
"248",-80.226438,36.110693,13.5208335,"2"
"249",-115.175654,36.139707,6.7386365,"1"
"250",-115.078742,36.141875,6.218182,"1"
"251",-86.7341,36.1424,17.3,"2"
"252",-98.931973,36.158414,5.5270835,"1"
"253",-115.11393,36.163962,6.28194433333333,"1"
"254",-86.7389,36.176382,15.9,"2"
"255",-94.116827,36.1797,11,"1"
"256",-85.492107,36.185702,17.7458335,"2"
"257",-95.976537,36.204902,6.22916666666667,"1"
"258",-121.126371,36.209286,13.6333335,"2"
"259",-115.238282,36.270592,4.3291665,"1"
"260",-86.653137,36.29756,16.5055556666667,"2"
"261",-119.291228,36.332179,17.1,"2"
"262",-105.5839,36.383359,1.8347825,"1"
"263",-94.229248,36.435172,9.3,"1"
"264",-94.205662,36.459691,11,"1"
"265",-121.73333,36.48187,9.3166665,"1"
"266",-117.871036,36.487823,4.81666666666667,"1"
"267",-82.521599,36.538761,15.1333335,"2"
"268",-87.384666,36.611411,15.5416665,"2"
"269",-121.623271,36.694261,10.0208335,"1"
"270",-97.08135,36.697186,6.60625,"1"
"271",-119.733,36.72639,15.3,"2"
"272",-119.77321,36.78538,14.5,"2"
"273",-119.716433,36.819449,16,"2"
"274",-76.181233,36.841883,9.1,"1"
"275",-121.3621,36.843425,12.9083335,"2"
"276",-76.30135,36.85555,9.2,"1"
"277",-87.323337,36.91171,15.3,"2"
"278",-95.632286,36.91841,6.83125,"1"
"279",-121.98822,36.98332,11.8375,"1"
"280",-119.658339,36.985119,11.4083335,"1"
"281",-121.574684,36.999571,13.3375,"2"
"282",-86.21487,37.04926,16.2,"2"
"283",-88.57251,37.05822,11.2,"1"
"284",-122.083092,37.06315,9.4291665,"1"
"285",-84.61152,37.09798,17.8,"2"
"286",-107.870219,37.10258,4.5125,"1"
"287",-76.387017,37.103733,7.22916666666667,"1"
"288",-113.305096,37.179125,4.9125,"1"
"289",-93.299894,37.256137,9.2394735,"1"
"290",-79.88452,37.28342,12.9,"2"
"291",-80.081017,37.297883,16.6,"2"
"292",-120.480456,37.30832,12.2,"2"
"293",-79.215011,37.332706,14.2,"2"
"294",-121.849783,37.338135,14.804762,"2"
"295",-77.25925,37.34438,11,"1"
"296",-121.894898,37.348497,16.9222223333333,"2"
"297",-77.59355,37.35748,11.6,"1"
"298",-118.330783,37.360684,6.425,"1"
"299",-97.366399,37.47689,5.3,"1"
"300",-82.53532,37.4826,14.5,"2"
"301",-122.20337,37.482934,13.5416665,"2"
"302",-77.46925,37.59088,13.2625,"2"
"303",-118.96652,37.64571,6.938889,"1"
"304",-77.5664,37.67132,11.8,"1"
"305",-95.47594,37.67696,8.03125,"1"
"306",-121.784217,37.687526,11.6125,"1"
"307",-94.03474,37.70097,2.425,"1"
"308",-121.903019,37.701222,11.9083335,"1"
"309",-97.314847,37.702066,5.6375,"1"
"310",-85.852629,37.705612,12.8,"2"
"311",-122.169935,37.743065,13.9291665,"2"
"312",-113.055525,37.74743,4.83125,"1"
"313",-122.399044,37.765946,13.1152175,"2"
"314",-87.075307,37.780776,11.1,"1"
"315",-122.263376,37.793624,15.9083335,"2"
"316",-122.282347,37.814781,17.2458335,"2"
"317",-122.302741,37.864767,16.2458335,"2"
"318",-122.026154,37.936013,14.118182,"2"
"319",-122.356811,37.9604,15.0208335,"2"
"320",-119.120278,37.962069,5.8104165,"1"
"321",-122.520004,37.97231,11.8166665,"1"
"322",-87.532289,37.974436,8.2,"1"
"323",-87.577222,38.013333,7.04027766666667,"1"
"324",-85.89804,38.06091,13.3208335,"2"
"325",-84.49761,38.06503,13.1,"2"
"326",-78.50397,38.07657,13,"2"
"327",-88.624943,38.082155,5.53125,"1"
"328",-122.237976,38.102507,15.73541675,"2"
"329",-86.983214,38.167523,9.2,"1"
"330",-89.788459,38.176278,4.9229165,"1"
"331",-85.5744,38.1825,13.3125,"2"
"332",-85.7119,38.1936,13.860606,"2"
"333",-85.65452,38.22876,13.363889,"2"
"334",-85.82678,38.23158,13.4194443333333,"2"
"335",-82.9881,38.23887,12.7,"2"
"336",-104.597613,38.276099,4,"1"
"337",-122.275024,38.278849,14,"2"
"338",-85.741337,38.288191,12.9,"2"
"339",-81.621161,38.346258,15.5,"2"
"340",-81.693717,38.366183,15.8,"2"
"341",-86.92916,38.391443,8.5,"1"
"342",-85.664118,38.393822,11.5,"1"
"343",-122.818294,38.403765,10.2458335,"1"
"344",-82.432436,38.410242,14.9,"2"
"345",-90.395904,38.448672,3.6238095,"1"
"346",-82.64041,38.45934,15.3,"2"
"347",-78.81952,38.47753,13,"2"
"348",-121.211131,38.494475,6.7458335,"1"
"349",-82.659241,38.508075,14.7,"2"
"350",-90.263711,38.542551,5.7416665,"1"
"351",-121.49311,38.56844,10.5,"1"
"352",-76.141006,38.587525,10.7041665,"1"
"353",-121.503795,38.593322,11.3,"1"
"354",-121.368014,38.613779,11.4,"1"
"355",-90.28115,38.63114,7.5375,"1"
"356",-90.350313,38.650329,7.1395835,"1"
"357",-75.6106,38.6539,7.8333335,"1"
"358",-90.198348,38.656429,7.33452385714286,"1"
"359",-90.189868,38.656479,7.5333335,"1"
"360",-121.164457,38.683304,12.37291675,"2"
"361",-90.144763,38.700632,10.8,"1"
"362",-82.91701,38.754599,15.5,"2"
"363",-94.57983,38.75961,5.1291665,"1"
"364",-77.18347,38.76835,15.8270835,"2"
"365",-99.763424,38.770081,6.1270835,"1"
"366",-77.10468,38.77335,12.8,"2"
"367",-94.746424,38.838575,6.3125,"1"
"368",-104.828564,38.848014,4.5295455,"1"
"369",-77.05922,38.8577,13.9,"2"
"370",-90.105851,38.860669,6.9,"1"
"371",-77.012816,38.875161,13.9083335,"2"
"372",-76.953426,38.89477,14.8166665,"2"
"373",-76.958072,38.895572,15.1369565,"2"
"374",-119.732507,38.897557,5.4083335,"1"
"375",-90.143168,38.903085,5.9,"1"
"376",-77.013178,38.921847,15.1583333333333,"2"
"377",-121.09959,38.93568,10.6125,"1"
"378",-94.687013,38.974457,5.9,"1"
"379",-86.99012,38.985578,7.5,"1"
"380",-75.5568,38.986672,7.725,"1"
"381",-122.281803,39.021221,4.725,"1"
"382",-95.711275,39.024265,7.80625,"1"
"383",-77.48925,39.02473,12.2,"2"
"384",-94.450513,39.047911,6.91875,"1"
"385",-76.878333,39.055277,13.763889,"2"
"386",-108.561173,39.063798,3.9333335,"1"
"387",-90.344494,39.101439,4.7229165,"1"
"388",-94.57079,39.104686,6.82604175,"1"
"389",-84.55117,39.10492,11.1,"1"
"390",-77.106876,39.114313,13.2458335,"2"
"391",-94.635605,39.117219,9,"1"
"392",-84.50404,39.12886,13.1777776666667,"2"
"393",-121.618549,39.138773,7.6,"1"
"394",-76.84611,39.14313,15.9083335,"2"
"395",-119.7661,39.1447,5.725,"1"
"396",-84.538375,39.146025,13.4145835,"2"
"397",-123.20655,39.15047,5.5208335,"1"
"398",-75.518056,39.155,10.4,"1"
"399",-86.504762,39.159383,5.49375,"1"
"400",-84.478974,39.19433,12.1930556666667,"2"
"401",-121.055608,39.233477,6.225,"1"
"402",-85.891332,39.237457,5.9458335,"1"
"403",-80.34225,39.278117,13.9,"2"
"404",-84.36625,39.2787,10.2104165,"1"
"405",-78.08157,39.28102,13.2,"2"
"406",-76.604603,39.297733,15.5055556666667,"2"
"407",-94.377014,39.303174,5.4166665,"1"
"408",-75.797317,39.305021,11.1152175,"1"
"409",-120.184592,39.32783,5.6,"1"
"410",-84.5666,39.33839,9.8,"1"
"411",-74.431,39.36326,11,"1"
"412",-119.739606,39.399837,6.0208335,"1"
"413",-76.296946,39.410191,12.6333335,"2"
"414",-123.35264,39.41174,4.4045455,"1"
"415",-75.025204,39.422273,13.725,"2"
"416",-81.908827,39.442165,8.2,"1"
"417",-77.963845,39.448105,15.1,"2"
"418",-76.633543,39.460478,13.2041665,"2"
"419",-74.448736,39.464872,7.25942033333333,"1"
"420",-84.394952,39.472436,13.3,"2"
"421",-84.397112,39.478686,10.6,"1"
"422",-84.409617,39.479822,9.1,"1"
"423",-87.401312,39.485987,6.510616,"1"
"424",-84.36374,39.49072,12.7,"2"
"425",-119.807717,39.525083,4.19444433333333,"1"
"426",-105.070358,39.534488,4.59722233333333,"1"
"427",-119.746761,39.540917,6.9291665,"1"
"428",-75.732,39.5513,11.2472223333333,"1"
"429",-77.720244,39.564178,11.9083335,"1"
"430",-75.6036,39.57768,8.50625,"1"
"431",-105.019526,39.604399,4.2,"1"
"432",-119.71877,39.621434,6.8166665,"1"
"433",-79.920867,39.649367,13.9,"2"
"434",-75.761299,39.691962,12.5,"2"
"435",-75.860051,39.701444,11.3166665,"1"
"436",-79.012,39.70595,11.5416665,"1"
"437",-105.0153,39.73217,6.3270835,"1"
"438",-104.939925,39.738578,5.4354165,"1"
"439",-75.558056,39.739444,12.0583333333333,"2"
"440",-86.166464,39.744993,9.5,"1"
"441",-104.987625,39.751184,5.323611,"1"
"442",-84.198674,39.755969,11.1975,"1"
"443",-86.115415,39.758855,7.8,"1"
"444",-75.491944,39.761111,12.6,"2"
"445",-121.84047,39.76168,6.6,"1"
"446",-86.12202,39.774979,8.3,"1"
"447",-105.00518,39.77949,5.6375,"1"
"448",-104.9886,39.7861,7.33125,"1"
"449",-86.13088,39.787933,10.973611,"1"
"450",-86.214628,39.788903,9.4,"1"
"451",-75.212119,39.800339,11.7,"1"
"452",-80.26567,39.80933,10.9083335,"1"
"453",-86.114444,39.810833,8,"1"
"454",-120.47069,39.81336,5.1,"1"
"455",-75.413973,39.818715,10.9166665,"1"
"456",-104.93836,39.82835,6.6145835,"1"
"457",-89.644164,39.831921,6.0041665,"1"
"458",-75.768242,39.834461,12.9395835,"2"
"459",-75.3725,39.835556,11.61875,"1"
"460",-84.720524,39.83562,8.85833333333333,"1"
"461",-88.925594,39.866834,10.315909,"1"
"462",-79.805499,39.917663,11.9,"1"
"463",-77.30968,39.92002,18.3020835,"2"
"464",-75.186921,39.922867,14.1479165,"2"
"465",-82.980105,39.928531,11.9,"1"
"466",-86.078775,39.928804,15.1,"2"
"467",-83.80949,39.92882,13.138889,"2"
"468",-75.125219,39.934559,18.03,"2"
"469",-120.944376,39.939567,8.9,"1"
"470",-75.142614,39.960048,13.6125,"2"
"471",-85.939546,39.960884,7.6416665,"1"
"472",-76.699444,39.965278,10.31,"1"
"473",-80.7464,39.9679,15.3,"2"
"474",-75.207205,39.988842,12.7375,"2"
"475",-75.050008,39.989036,11.6,"1"
"476",-75.080833,39.991389,13.476389,"2"
"477",-74.170447,39.994908,9.6,"1"
"478",-82.994424,40.002707,12.1,"2"
"479",-85.523455,40.009525,7.5,"1"
"480",-105.263382,40.021097,4.1,"1"
"481",-76.1124,40.043833,13.7939393333333,"2"
"482",-76.283333,40.046667,11.7847223333333,"1"
"483",-88.37251,40.05278,5.69722233333333,"1"
"484",-74.985166,40.054171,12.725,"2"
"485",-108.761389,40.086944,9.2041665,"1"
"486",-82.959773,40.0877,11.4,"1"
"487",-83.065415,40.11107,11.3277776666667,"1"
"488",-75.309167,40.112222,11.9354165,"1"
"489",-88.240553,40.123886,5.8,"1"
"490",-85.652184,40.125703,10.6083335,"1"
"491",-111.660502,40.136336,7.64722233333333,"1"
"492",-79.902222,40.146667,10.995,"1"
"493",-105.100856,40.164576,5.10416666666667,"1"
"494",-122.25556,40.17093,0,"1"
"495",-85.387908,40.199502,8.2,"1"
"496",-104.82405,40.209387,4.6,"1"
"497",-77.18675,40.246528,15.1363636666667,"2"
"498",-76.846988,40.246992,11.898611,"1"
"499",-80.243995,40.268963,12.426087,"2"
"500",-74.742613,40.283092,9.6,"1"
"501",-110.009732,40.294178,4.4458335,"1"
"502",-79.505667,40.304694,10.925,"1"
"503",-78.915,40.309722,11.5875,"1"
"504",-79.868062,40.323768,26.4972223333333,"2"
"505",-76.383447,40.337328,11.7347223333333,"1"
"506",-111.713611,40.341389,8.05833333333333,"1"
"507",-80.61558,40.36644,14.4,"2"
"508",-80.169943,40.375644,15.1,"2"
"509",-75.9686,40.38335,12.6,"2"
"510",-91.391012,40.400959,6.3,"1"
"511",-79.860973,40.402328,12.8,"2"
"512",-104.70693,40.414877,5.5020835,"1"
"513",-86.8525,40.431639,7.6208335,"1"
"514",-79.863572,40.43743,19.7458335,"2"
"515",-74.429439,40.462182,11.2527776666667,"1"
"516",-109.561472,40.46471,5.0291665,"1"
"517",-79.960757,40.46542,16.413889,"2"
"518",-86.109688,40.481347,6.9041665,"1"
"519",-112.036298,40.496392,6.33125,"1"
"520",-80.071337,40.499767,20.230435,"2"
"521",-74.806671,40.515262,12.0125,"2"
"522",-88.996896,40.518735,6.5854165,"1"
"523",-78.370833,40.535278,12.3416665,"2"
"524",-105.079693,40.571288,3.5229165,"1"
"525",-111.894167,40.598056,7.7104165,"1"
"526",-112.353414,40.600532,5.29583333333333,"1"
"527",-74.276174,40.603943,11.1333335,"1"
"528",-75.4325,40.611944,13.2229165,"2"
"529",-79.727664,40.617488,16.4,"2"
"530",-75.341111,40.628056,13.3444443333333,"2"
"531",-74.13719,40.63307,11.3,"1"
"532",-74.208365,40.64144,12.711111,"2"
"533",-111.901188,40.662878,11.026087,"1"
"534",-92.006318,40.695078,5.9,"1"
"535",-89.584737,40.697007,6.2458335,"1"
"536",-112.111275,40.712146,4.7375,"1"
"537",-73.99518,40.71436,15.6,"2"
"538",-73.94771,40.71961,12.5,"2"
"539",-74.192892,40.720989,14.1430556666667,"2"
"540",-74.052293,40.725413,9.919565,"1"
"541",-73.984,40.73,17.4,"2"
"542",-73.82153,40.73614,9.75833333333333,"1"
"543",-111.872222,40.736389,4.6713888,"1"
"544",-73.817694,40.739264,10.8,"1"
"545",-73.41919,40.74529,9.5,"1"
"546",-80.316442,40.747796,15.1166666666667,"2"
"547",-74.036218,40.770908,12.2,"2"
"548",-84.0539,40.770944,10.2145835,"1"
"549",-111.931,40.78422,6.146875,"1"
"550",-81.394153,40.786804,13.9,"2"
"551",-74.676301,40.787628,11.3,"1"
"552",-73.93432,40.7997,12.5,"2"
"553",-81.373,40.800717,16.4930556666667,"2"
"554",-77.877028,40.811389,15.54375,"2"
"555",-96.683314,40.812591,6.6,"1"
"556",-79.56475,40.814183,14.2333335,"2"
"557",-73.902,40.816,12.4527776666667,"2"
"558",-73.973314,40.852256,12.3,"2"
"559",-73.96618,40.85355,16.63125,"2"
"560",-73.87809,40.8679,12.2,"2"
"561",-111.884467,40.902967,5.25555566666667,"1"
"562",-74.168092,40.918381,12,"1"
"563",-75.067815,40.92458,9.54375,"1"
"564",-98.364967,40.942099,0.5,"1"
"565",-95.044951,40.969112,5.8,"1"
"566",-81.9239,41.0604,11.2694443333333,"1"
"567",-81.468956,41.063526,12.7222223333333,"2"
"568",-104.52277,41.08536,1.0416665,"1"
"569",-81.541532,41.087862,12.3,"2"
"570",-85.101816,41.094965,10.0375,"1"
"571",-80.65847,41.09596,13.8,"2"
"572",-95.956103,41.133294,4.0208335,"1"
"573",-104.818239,41.136846,2.8,"1"
"574",-81.2352,41.1644,12.5,"2"
"575",-85.629292,41.169646,8.113889,"1"
"576",-73.194722,41.170833,10.71875,"1"
"577",-104.778334,41.182227,1.975,"1"
"578",-96.056686,41.197847,5.7,"1"
"579",-80.484779,41.215014,13.525,"2"
"580",-88.190967,41.221537,4.5458335,"1"
"581",-80.80116,41.23172,12.0347223333333,"2"
"582",-95.973142,41.247486,5.09722233333333,"1"
"583",-95.896124,41.264171,6.9,"1"
"584",-72.902871,41.3014,11.0266668,"1"
"585",-105.591725,41.311586,3.4,"1"
"586",-72.07882,41.35362,9.5395835,"1"
"587",-81.818667,41.39629,9.8,"1"
"588",-73.443056,41.399167,17.769231,"2"
"589",-91.067957,41.400968,4.7,"1"
"590",-91.0616,41.4069,4.4,"1"
"591",-91.070975,41.419429,4.5,"1"
"592",-81.494833,41.44013,12.6694443333333,"2"
"593",-75.623056,41.442778,10.3083335,"1"
"594",-81.662356,41.446624,17.2,"2"
"595",-82.114261,41.463071,9.5,"1"
"596",-81.656792,41.471782,12.1,"2"
"597",-81.682383,41.477011,15.35,"2"
"598",-81.678449,41.492117,16.159375,"2"
"599",-112.018863,41.492707,10.4375,"1"
"600",-71.423705,41.49511,7.021739,"1"
"601",-74.00885,41.49916,11.6,"1"
"602",-90.624044,41.512077,4.9,"1"
"603",-90.51735,41.514727,6.9065215,"1"
"604",-88.116474,41.526885,7.729412,"1"
"605",-90.587611,41.530011,5.7958334,"1"
