"","Longitude","Latitude","PM25","PM_class"
"606",-73.043611,41.550556,11.9125,"1"
"607",-96.146175,41.551211,6.2,"1"
"608",-81.575256,41.55523,10.6,"1"
"609",-87.405905,41.573239,8.2,"1"
"610",-87.557406,41.57862,9.2395835,"1"
"611",-109.220852,41.592536,3.4,"1"
"612",-87.495044,41.594427,8.3375,"1"
"613",-87.342991,41.598505,7.2,"1"
"614",-93.643118,41.603159,6.026087,"1"
"615",-93.7479,41.603517,5.4,"1"
"616",-87.304722,41.606667,5.748611,"1"
"617",-71.72,41.615237,10.4391305,"1"
"618",-87.199167,41.6175,5.6,"1"
"619",-83.64226,41.62057,9.3,"1"
"620",-83.54616,41.644067,9.6,"1"
"621",-76.939167,41.644722,11.907143,"1"
"622",-85.968372,41.656905,4.0395835,"1"
"623",-91.503478,41.657232,5.3197915,"1"
"624",-83.4785,41.679867,10.2,"1"
"625",-71.169235,41.685707,9.8166665,"1"
"626",-86.214722,41.69666,6.625,"1"
"627",-76.512726,41.705226,12.7173915,"2"
"628",-86.891216,41.707212,5.8,"1"
"629",-81.242156,41.726811,10.5,"1"
"630",-122.633579,41.726892,1.725,"1"
"631",-72.679923,41.771444,12.4208333333333,"2"
"632",-87.805377,41.782766,6.7,"1"
"633",-88.329374,41.784717,4.9,"1"
"634",-72.631667,41.784722,10.9333335,"1"
"635",-87.832349,41.80118,6.8,"1"
"636",-71.412968,41.807469,9.2041665,"1"
"637",-73.297257,41.821342,11.9041666666667,"1"
"638",-90.211982,41.823283,5.8,"1"
"639",-71.417457,41.829495,12.225,"2"
"640",-71.36097,41.841039,9.4,"1"
"641",-111.852199,41.842649,4.511111,"1"
"642",-75.686219,41.867331,11.9083335,"1"
"643",-71.379971,41.874668,11.4,"1"
"644",-90.177574,41.874999,6.7,"1"
"645",-103.656561,41.876853,5.5,"1"
"646",-87.876265,41.965193,7.2,"1"
"647",-87.749928,41.965485,5.4,"1"
"648",-91.68766,41.97677,2.935,"1"
"649",-83.946559,41.995568,7.60625,"1"
"650",-88.280015,42.050403,4.9,"1"
"651",-71.012129,42.065106,9.604348,"1"
"652",-111.864167,42.082222,3.4,"1"
"653",-77.20978,42.09142,11.3083335,"1"
"654",-72.584503,42.120229,12.1125,"2"
"655",-87.799227,42.139996,6.010145,"1"
"656",-120.353969,42.189215,6,"1"
"657",-72.555112,42.19438,12.3,"2"
"658",-83.2082,42.22862,10,"1"
"659",-83.599602,42.240565,8.2,"1"
"660",-71.794322,42.263955,14.0416665,"2"
"661",-89.08917,42.267,7.1395835,"1"
"662",-85.54189,42.278067,6,"1"
"663",-83.129431,42.295824,15.43125,"2"
"664",-72.334079,42.298493,8.1125,"1"
"665",-83.10653,42.302786,20.026389,"2"
"666",-83.148754,42.306674,12.1,"2"
"667",-83.103469,42.312078,16.3416665,"2"
"668",-83.091943,42.312158,13.5458335,"2"
"669",-71.056061,42.325186,10.9291665,"1"
"670",-71.0826,42.3295,12.4444443333333,"2"
"671",-122.880266,42.33155,4.1,"1"
"672",-71.097163,42.348873,11.7,"1"
"673",-83.425042,42.421502,9.1,"1"
"674",-73.239648,42.452299,15.338889,"2"
"675",-70.970816,42.474642,12.5208335,"2"
"676",-79.31881,42.49963,15,"2"
"677",-96.394755,42.499844,8.6,"1"
"678",-92.316017,42.501543,4.6,"1"
"679",-87.8093,42.504722,6.5041665,"1"
"680",-108.720003,42.529999,4.0208335,"1"
"681",-72.596689,42.605816,9.861111,"1"
"682",-71.306986,42.612085,12.2041665,"2"
"683",-73.75464,42.64225,10.1194443333333,"1"
"684",-114.2525,42.68,2.5,"1"
"685",-73.75733,42.68075,11.5,"1"
"686",-90.6979,42.6938,5.54375,"1"
"687",-73.110414,42.702223,12.5208335,"2"
"688",-82.793463,42.731394,10.4,"1"
"689",-96.707208,42.751518,7.54375,"1"
"690",-84.562779,42.761387,7.7,"1"
"691",-86.148577,42.767786,5.5,"1"
"692",-71.10229,42.770837,9,"1"
"693",-106.36501,42.82231,2.25,"1"
"694",-108.736281,42.842168,3.8,"1"
"695",-106.325088,42.851064,4.3,"1"
"696",-71.878626,42.86183,8.9291665,"1"
"697",-71.38014,42.862531,6.50555566666667,"1"
"698",-109.87076,42.869824,3.225,"1"
"699",-78.809526,42.876907,16.8,"2"
"700",-73.24984,42.88759,10.5416665,"1"
"701",-85.852734,42.894451,8.5,"1"
"702",-78.765825,42.921107,16.5,"2"
"703",-72.272332,42.930521,8.5208335,"1"
"704",-87.931983,42.930708,8.6333335,"1"
"705",-87.9344,42.932658,9.11875,"1"
"706",-82.456229,42.953336,13.2,"2"
"707",-85.671339,42.984173,7.8,"1"
"708",-78.77153,42.99328,13.3,"2"
"709",-87.933333,43.016667,8.725,"1"
"710",-88.21507,43.020075,10.8416665,"1"
"711",-83.670159,43.047224,12.1833333333333,"2"
"712",-76.05921,43.05235,12.4695653333333,"2"
"713",-87.913504,43.060975,9.8416665,"1"
"714",-70.748017,43.075371,5.91875,"1"
"715",-107.549444,43.081667,4.1125,"1"
"716",-89.357298,43.100838,6.6479165,"1"
"717",-94.693518,43.123704,5.4,"1"
"718",-77.55728,43.145013,14.2,"2"
"719",-77.54817,43.14618,13.3569443333333,"2"
"720",-105.388566,43.42542,4.2041665,"1"
"721",-89.6797,43.4351,6.2166665,"1"
"722",-110.79799,43.45776,3.5,"1"
"723",-88.621111,43.466111,8.10555566666667,"1"
"724",-110.74526,43.48256,2.6125,"1"
"725",-87.81,43.4981,8.2166665,"1"
"726",-96.700769,43.54792,6.28472233333333,"1"
"727",-103.48386,43.55764,4.1333335,"1"
"728",-71.496335,43.566122,7.0416665,"1"
"729",-83.890721,43.571391,10.4,"1"
"730",-116.562676,43.58031,5.8,"1"
"731",-116.347853,43.600699,4.6,"1"
"732",-72.982778,43.608056,8.6479165,"1"
"733",-72.309499,43.629605,7.2041665,"1"
"734",-70.268965,43.660246,9.9291665,"1"
"735",-122.480487,43.744352,3.7,"1"
"736",-101.941218,43.74561,5.721739,"1"
"737",-91.2269,43.7775,6.5354165,"1"
"738",-123.053487,43.799501,2.1,"1"
"739",-92.450366,43.996908,5.79166666666667,"1"
"740",-123.083737,44.026312,2.6,"1"
"741",-123.141352,44.067224,3.2,"1"
"742",-103.22824,44.078352,6.5,"1"
"743",-103.273777,44.087397,7.0083335,"1"
"744",-70.214219,44.089406,1.9083335,"1"
"745",-105.343164,44.097074,4.0666665,"1"
"746",-120.844773,44.299787,3.3,"1"
"747",-86.242649,44.307,8,"1"
"748",-88.395178,44.30738,10.42708325,"1"
"749",-84.891865,44.310555,10.64375,"1"
"750",-96.807299,44.348604,7.3145835,"1"
"751",-110.830833,44.373056,3.9208335,"1"
"752",-100.287269,44.373786,6.721739,"1"
"753",-68.2609,44.37705,3.66944433333333,"1"
"754",-95.81789,44.4438,8.1369565,"1"
"755",-73.2106,44.4762,5.9391305,"1"
"756",-87.99344,44.50729,12.4083335,"2"
"757",-109.01673,44.52612,5.2458335,"1"
"758",-72.86884,44.52839,5.73194433333333,"1"
"759",-70.546319,44.551419,1.0208335,"1"
"760",-111.089618,44.657014,3.7041665,"1"
"761",-93.285803,44.706123,5.9065215,"1"
"762",-93.23725,44.73846,6.19166666666667,"1"
"763",-91.143,44.7614,8.01875,"1"
"764",-106.96432,44.78275,5,"1"
"765",-93.512534,44.791437,7.7458335,"1"
"766",-106.955933,44.815142,5.9,"1"
"767",-68.772762,44.817398,2.0416665,"1"
"768",-97.128802,44.89965,9.525,"1"
"769",-93.34315,44.94805,5.8,"1"
"770",-93.09827,44.95072,6.1,"1"
"771",-93.25821,44.95366,6.5,"1"
"772",-93.03587,44.95939,6.2633334,"1"
"773",-93.254759,44.965242,6.3166665,"1"
"774",-93.207615,45.13768,5.01944433333333,"1"
"775",-113.890285,45.181897,2.8,"1"
"776",-90.5972,45.2066,5.8375,"1"
"777",-93.66921,45.20916,5.1369565,"1"
"778",-106.48982,45.366151,4.769231,"1"
"779",-122.747894,45.393497,3.8,"1"
"780",-105.370283,45.440295,10.0375,"1"
"781",-98.486111,45.4625,6.7,"1"
"782",-122.602877,45.496641,4.4,"1"
"783",-122.972398,45.528501,3.4,"1"
"784",-94.13345,45.549839,5.725,"1"
"785",-88.8086,45.565,9.128261,"1"
"786",-122.58737,45.64336,4.225,"1"
"787",-108.425978,45.806311,6.331818,"1"
"788",-112.501247,46.002602,0.615909,"1"
"789",-89.654,46.0519,6.425,"1"
"790",-114.158889,46.243621,0.840476,"1"
"791",-85.950227,46.288877,5.4291665,"1"
"792",-120.33266,46.38024,2.1333335,"1"
"793",-94.1303,46.39674,6.4083335,"1"
"794",-120.499167,46.598056,3.80833333333333,"1"
"795",-90.656141,46.602248,6.4125,"1"
"796",-112.013089,46.658762,2.8125,"1"
"797",-68.016195,46.682299,3.8375,"1"
"798",-92.511722,46.713694,8,"1"
"799",-92.165998,46.743657,6.961111,"1"
"800",-92.08936,46.81826,4.6,"1"
"801",-100.76821,46.825425,9.72847233333333,"1"
"802",-114.021499,46.842181,3.6173915,"1"
"803",-111.987164,46.8505,2.1,"1"
"804",-95.846272,46.851811,6.1125,"1"
"805",-103.37853,46.8943,6.3229165,"1"
"806",-96.85535,46.933754,7.457143,"1"
"807",-120.545,46.99364,2.0416665,"1"
"808",-114.224273,47.012907,6.325,"1"
"809",-109.455315,47.048537,5.440909,"1"
"810",-101.428056,47.185833,7.2458335,"1"
"811",-122.4517,47.1864,2.90555566666667,"1"
"812",-122.46256,47.22634,3.03125,"1"
"813",-122.2144,47.2875,3.4083335,"1"
"814",-101.766944,47.298611,7.48958333333333,"1"
"815",-116.571281,47.316577,5.6,"1"
"816",-102.645864,47.342423,6.4083335,"1"
"817",-68.321106,47.355332,5.0208335,"1"
"818",-94.60166,47.38443,4.0208335,"1"
"819",-122.230278,47.386111,2.6125,"1"
"820",-92.536305,47.523355,6.2458335,"1"
"821",-116.236667,47.536389,4.8,"1"
"822",-122.338265,47.55975,5.0416665,"1"
"823",-122.308628,47.568236,2.60555566666667,"1"
"824",-103.2995,47.5812,7.7333335,"1"
"825",-122.627397,47.592675,1.725,"1"
"826",-122.319722,47.597222,4.3375,"1"
"827",-117.364852,47.672482,6.8375,"1"
"828",-104.676944,47.8679,5.8083335,"1"
"829",-95.029172,47.878159,5.9291665,"1"
"830",-101.571583,47.940861,7.2208335,"1"
"831",-91.495574,47.948622,2.4291665,"1"
"832",-89.69098,47.972085,4.3166665,"1"
"833",-122.171529,48.054315,4.2041665,"1"
"834",-103.63951,48.15278,12.0125,"2"
"835",-121.6031,48.2469,2.9291665,"1"
"836",-107.862471,48.317507,7.1295455,"1"
"837",-114.189272,48.363694,4.8270835,"1"
"838",-115.553309,48.391545,10.0130435,"1"
"839",-119.51896,48.39999,1.7458335,"1"
"840",-122.61428,48.52059,4.6125,"1"
"841",-102.4018,48.64193,6.7104165,"1"
"842",-122.456463,48.760036,3.5208335,"1"
